wdid,name,wdLabel,gender,dob,dobPrecision,source,pid,position,psid
Q100606338,Maria Vanessa Browne,Maria Bird-Browne,female,1991-01-01,9,https://ab.gov.ag/detail_page.php?page=10,Q108320024,"Minister for Housing, Lands AND Urban Renewal",Q100606338-6E2B8662-A8D3-4016-9EB3-0321B3861FF5
Q104634506,Daryll Sylvester Matthew,Daryll Mathew,male,,,https://ab.gov.ag/detail_page.php?page=10,Q108320029,"Minister of Sports, Culture, National Festivals AND the Arts",Q104634506-87879C2E-378A-4EDB-B0D3-409F407FC1E3
Q108319069,Lennoxs O'Reilly Weston,Lennox Weston,male,,,https://ab.gov.ag/detail_page.php?page=10,Q108319070,Minister of Works,Q108319069-1690F144-245B-4C14-A3CA-02D368965017
Q16730448,Molwyn Morgorson Joseph,Molwyn Joseph,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108318930,"Minister of Health, Wellness & The Environment",Q16730448-8A396481-CEC5-42A9-AE25-4997B772DEC3
Q17177542,Gaston Browne,Gaston Browne,male,1967-02-09,11,https://ab.gov.ag/detail_page.php?page=10,Q108319000,Minister of Finance & Corporate Governance & Public Private Partnerships,Q17177542-68F9C44C-E43C-4CED-838D-F4F8BF6C22FF
Q17177542,Gaston Browne,Gaston Browne,male,1967-02-09,11,https://ab.gov.ag/detail_page.php?page=10,Q20682527,Prime Minister,Q17177542-ec095965-4bbe-cbde-e6bd-22bbc2fdea29
Q20171315,Michael Browne,Michael Sherwin Harris Browne,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108318962,"Minister of Education, Science and Technology",Q20171315-DAC6A1CF-9D8D-4E7E-8D86-8BBD1A97AB2D
Q20171771,Charles Henry Fernandez,Charles Fernandez,male,1954-12-24,11,https://ab.gov.ag/detail_page.php?page=10,Q108318941,Minister of Tourism and Economic Development,Q20171771-FA180EAF-BEFB-46B6-8C3C-8A923F26080A
Q20172097,Everly Paul Chet Greene,Paul Chet Greene,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q19901415,"Minister of Foreign Affairs, International Trade & Immigration",Q20172097-E94A39AB-8AD0-4152-9B6E-4151556D8735
Q20192069,Samantha Marshall,Samantha Marshall,female,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108319020,"Minister of Agriculture, Lands, Fisheries and Barbuda Affairs",Q20192069-58F02389-875B-40AB-B91A-04F76CF83B82
Q20192069,Samantha Marshall,Samantha Marshall,female,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108318945,Minister of Social Transformation AND Human Resource Development,Q20192069-6BD67EDD-5904-494A-A720-D8A5974485AF
Q20850520,Melford Walter Nicholas,Melford Nicholas,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108318938,"Minister of Information, Broadcasting, Telecommunications and Information Technology",Q20850520-9DB54A6B-F74F-404E-9226-B926AE25DD20
Q7352892,Robin Kenworth Montgomery Yearwood,Robin Yearwood,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108319012,"Minister of Public Utilities, Civil Aviation, Transportation",Q7352892-DA6C5BF3-FB55-4993-94A8-6CFBA94C5B49
Q7605192,Steadroy Cutie Olivero Benjamin,Steadroy Benjamin,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108319046,Attorney General,Q7605192-45AA769D-0BE8-4CC0-BDB4-27E7669D7B69
Q7605192,Steadroy Cutie Olivero Benjamin,Steadroy Benjamin,male,2000-01-01,7,https://ab.gov.ag/detail_page.php?page=10,Q108319047,"Minister of Legal Affairs, Public Safety, and Labour",Q7605192-8A61A6A9-A8B6-4705-926C-BC418D8B662F
